ID,lifestage,sex,unit_of_measure,country,recorded_year,recorded_value
5127,Juvenile,M,Number,Estonia,2009,33.00
5128,Juvenile,M,Number,Slovakia,2020,71.00
5129,Juvenile,M,Number,Slovakia,2021,51.00
5130,Juvenile,M,Number,Slovakia,2022,50.00
5131,Juvenile,M,Number,Slovakia,2023,36.00
5132,Juvenile,M,Number,Ireland,2010,23.00
5133,Juvenile,M,Number,Türkiye,2009,2501.00
5134,Juvenile,M,Number,Ireland,2011,23.00
5135,Juvenile,M,Number,Kosovo*,2017,36.00
5136,Juvenile,M,Number,Ireland,2012,19.00
5137,Juvenile,M,Number,Kosovo*,2018,42.00
5138,Juvenile,M,Number,Ireland,2013,8.00
5139,Juvenile,M,Number,Kosovo*,2019,40.00
5140,Juvenile,M,Number,Ireland,2014,12.00
5141,Juvenile,M,Number,Türkiye,2010,2045.00
5142,Juvenile,M,Number,Ireland,2015,59.00
5143,Juvenile,M,Number,Kosovo*,2020,35.00
5144,Juvenile,M,Number,Türkiye,2011,2262.00
5145,Juvenile,M,Number,Ireland,2016,13.00
5146,Juvenile,M,Number,Türkiye,2012,1946.00
5147,Juvenile,M,Number,Ireland,2018,125.00
5148,Juvenile,M,"Per hundred thousand inhabitants",Albania,2014,25.09
5149,Juvenile,M,Number,Türkiye,2013,1829.00
5150,Juvenile,M,Number,Türkiye,2014,1923.00
5151,Juvenile,M,"Per hundred thousand inhabitants",Albania,2015,26.83
5152,Juvenile,M,Number,Türkiye,2015,2247.00
5153,Juvenile,M,"Per hundred thousand inhabitants",Albania,2016,18.19
5154,Juvenile,M,Number,Türkiye,2016,2323.00
5155,Juvenile,M,"Per hundred thousand inhabitants",Albania,2017,11.85
5156,Juvenile,M,Number,Ireland,2019,72.00
5157,Juvenile,M,"Per hundred thousand inhabitants",Albania,2018,6.47
5158,Juvenile,M,Number,Ireland,2020,119.00
5159,Juvenile,M,"Per hundred thousand inhabitants",Albania,2019,7.35
5160,Juvenile,M,Number,Ireland,2021,99.00
5161,Juvenile,M,"Per hundred thousand inhabitants",Albania,2020,6.88
5162,Juvenile,M,Number,Türkiye,2017,2758.00
5163,Juvenile,M,"Per hundred thousand inhabitants",Albania,2021,6.42
5164,Juvenile,M,Number,Türkiye,2018,2894.00
5165,Juvenile,M,"Per hundred thousand inhabitants",Albania,2022,5.59
5166,Juvenile,M,Number,Ireland,2022,106.00
5167,Juvenile,M,Number,Türkiye,2019,2491.00
5168,Juvenile,M,"Per hundred thousand inhabitants",Albania,2023,7.99
5169,Juvenile,M,Number,Ireland,2023,127.00
5170,Juvenile,M,Number,Türkiye,2020,1554.00
5171,Juvenile,M,"Per hundred thousand inhabitants",Austria,2009,21.48
5172,Juvenile,M,Number,Norway,2008,5.00
5173,Juvenile,M,Number,Iceland,2008,1.00
5174,Juvenile,M,Number,Türkiye,2021,1775.00
5175,Juvenile,M,"Per hundred thousand inhabitants",Austria,2010,17.84
5176,Juvenile,M,Number,Iceland,2009,2.00
5177,Juvenile,M,Number,Norway,2009,7.00
5178,Juvenile,M,Number,Türkiye,2022,2412.00
5179,Juvenile,M,"Per hundred thousand inhabitants",Austria,2011,17.55
5180,Juvenile,M,Number,Iceland,2010,0.00
5181,Juvenile,M,Number,Norway,2010,8.00
5182,Juvenile,M,"Per hundred thousand inhabitants",Austria,2012,14.61
5183,Juvenile,M,"Per hundred thousand inhabitants",Austria,2013,12.61
5184,Juvenile,M,"Per hundred thousand inhabitants",Austria,2014,9.66
5185,Juvenile,M,Number,Iceland,2011,2.00
5186,Juvenile,M,"Per hundred thousand inhabitants",Austria,2015,12.58
5187,Juvenile,M,Number,Norway,2011,10.00
5188,Juvenile,M,Number,Iceland,2012,1.00
5189,Juvenile,M,Number,Norway,2012,15.00
5190,Juvenile,M,Number,Iceland,2013,0.00
5191,Juvenile,M,Number,Norway,2013,8.00
5192,Juvenile,M,Number,Norway,2014,3.00
5193,Juvenile,M,Number,Iceland,2014,0.00
5194,Juvenile,M,Number,Norway,2015,5.00
5195,Juvenile,M,Number,Türkiye,2023,2511.00
5196,Juvenile,M,Number,Iceland,2015,0.00
5197,Juvenile,M,Number,Norway,2016,2.00
5198,Juvenile,M,Number,"England and Wales",2008,2455.00
5199,Juvenile,M,Number,Iceland,2016,0.00
5200,Juvenile,M,Number,Norway,2017,9.00
5201,Juvenile,M,Number,Norway,2018,4.00
5202,Juvenile,M,Number,Iceland,2017,0.00
5203,Juvenile,M,Number,Norway,2019,5.00
5204,Juvenile,M,Number,Norway,2020,8.00
5205,Juvenile,M,Number,Iceland,2018,0.00
5206,Juvenile,M,Number,Norway,2021,7.00
5207,Juvenile,M,Number,Iceland,2019,0.00
5208,Juvenile,M,Number,Norway,2022,4.00
5209,Juvenile,M,Number,Iceland,2020,0.00
5210,Juvenile,M,Number,Norway,2023,7.00
5211,Juvenile,M,"Per hundred thousand inhabitants",Austria,2016,13.49
5212,Juvenile,M,Number,Iceland,2021,0.00
5213,Juvenile,M,Number,Poland,2008,5484.00
5214,Juvenile,M,"Per hundred thousand inhabitants",Austria,2017,16.79
5215,Juvenile,M,Number,Iceland,2022,0.00
5216,Juvenile,M,Number,Poland,2009,5307.00
5217,Juvenile,M,"Per hundred thousand inhabitants",Austria,2018,15.32
5218,Juvenile,M,Number,Iceland,2023,0.00
5219,Juvenile,M,"Per hundred thousand inhabitants",Austria,2019,17.84
5220,Juvenile,M,Number,Italy,2008,1082.00
5221,Juvenile,M,Number,Italy,2009,1126.00
5222,Juvenile,M,Number,Poland,2010,4586.00
5223,Juvenile,M,Number,Poland,2011,4129.00
5224,Juvenile,M,Number,Poland,2012,3944.00
5225,Juvenile,M,Number,Poland,2013,3391.00
5226,Juvenile,M,Number,Poland,2014,3716.00
5227,Juvenile,M,Number,Italy,2010,1213.00
5228,Juvenile,M,Number,Italy,2011,1325.00
5229,Juvenile,M,Number,Poland,2015,3154.00
5230,Juvenile,M,"Per hundred thousand inhabitants",Denmark,2022,1.69
5231,Juvenile,M,Number,Italy,2012,1312.00
5232,Juvenile,M,"Per hundred thousand inhabitants",Denmark,2023,1.69
5233,Juvenile,M,"Per hundred thousand inhabitants",Austria,2020,10.21
5234,Juvenile,M,Number,Italy,2013,1221.00
5235,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2008,39.48
5236,Juvenile,M,"Per hundred thousand inhabitants",Austria,2021,10.83
5237,Juvenile,M,Number,Italy,2014,1052.00
5238,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2009,25.95
5239,Juvenile,M,"Per hundred thousand inhabitants",Austria,2022,10.78
5240,Juvenile,M,Number,Italy,2015,1146.00
5241,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2010,35.11
5242,Juvenile,M,"Per hundred thousand inhabitants",Austria,2023,13.55
5243,Juvenile,M,Number,Italy,2016,1231.00
5244,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2008,5.71
5245,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2011,21.00
5246,Juvenile,M,Number,Italy,2017,1335.00
5247,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2009,5.23
5248,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2012,27.13
5249,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2013,24.74
5250,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2010,7.33
5251,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2014,24.74
5252,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2011,8.54
5253,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2012,8.81
5254,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2013,7.39
5255,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2015,17.49
5256,Juvenile,M,Number,Italy,2018,1353.00
5257,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2015,0.86
5258,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2016,22.08
5259,Juvenile,M,Number,Italy,2019,1336.00
5260,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2017,0.00
5261,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2017,14.81
5262,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2018,0.00
5263,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2018,10.02
5264,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2019,0.00
5265,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2019,11.48
5266,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2020,0.00
5267,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2020,3.79
5268,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2021,0.00
5269,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2022,0.00
5270,Juvenile,M,"Per hundred thousand inhabitants",Belgium,2023,0.00
5271,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2008,11.36
5272,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2009,9.06
5273,Juvenile,M,Number,"England and Wales",2009,2063.00
5274,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2021,3.77
5275,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2010,11.78
5276,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2022,2.25
5277,Juvenile,M,"Per hundred thousand inhabitants",Estonia,2023,0.72
5278,Juvenile,M,Number,"England and Wales",2010,1628.00
5279,Juvenile,M,"Per hundred thousand inhabitants",Greece,2008,49.47
5280,Juvenile,M,"Per hundred thousand inhabitants",Greece,2009,48.03
5281,Juvenile,M,"Per hundred thousand inhabitants",Greece,2010,53.84
5282,Juvenile,M,Number,"England and Wales",2011,1557.00
5283,Juvenile,M,"Per hundred thousand inhabitants",Greece,2011,57.14
5284,Juvenile,M,Number,"England and Wales",2012,1256.00
5285,Juvenile,M,"Per hundred thousand inhabitants",Greece,2012,58.77
5286,Juvenile,M,Number,"England and Wales",2013,857.00
5287,Juvenile,M,"Per hundred thousand inhabitants",Greece,2013,44.35
5288,Juvenile,M,Number,"England and Wales",2014,740.00
5289,Juvenile,M,"Per hundred thousand inhabitants",Greece,2014,2.15
5290,Juvenile,M,"Per hundred thousand inhabitants",Greece,2015,0.93
5291,Juvenile,M,Number,"England and Wales",2015,680.00
5292,Juvenile,M,"Per hundred thousand inhabitants",Greece,2016,1.25
5293,Juvenile,M,Number,"England and Wales",2016,635.00
5294,Juvenile,M,"Per hundred thousand inhabitants",Ireland,2016,2.14
5295,Juvenile,M,"Per hundred thousand inhabitants",Greece,2017,0.52
5296,Juvenile,M,"Per hundred thousand inhabitants",Greece,2018,1.45
5297,Juvenile,M,"Per hundred thousand inhabitants",Ireland,2018,20.46
5298,Juvenile,M,"Per hundred thousand inhabitants",Greece,2019,2.82
5299,Juvenile,M,Number,"England and Wales",2017,649.00
5300,Juvenile,M,"Per hundred thousand inhabitants",Ireland,2019,11.73
5301,Juvenile,M,"Per hundred thousand inhabitants",Greece,2020,3.14
5302,Juvenile,M,Number,"England and Wales",2018,642.00
5303,Juvenile,M,"Per hundred thousand inhabitants",Greece,2021,3.07
5304,Juvenile,M,"Per hundred thousand inhabitants",Ireland,2020,19.37
5305,Juvenile,M,Number,"Scotland (NUTS 2021)",2008,977.00
5306,Juvenile,M,"Per hundred thousand inhabitants",Ireland,2021,16.19
5307,Juvenile,M,"Per hundred thousand inhabitants",Greece,2022,3.66
5308,Juvenile,M,Number,"Scotland (NUTS 2021)",2009,979.00
5309,Juvenile,M,"Per hundred thousand inhabitants",Ireland,2022,17.33
5310,Juvenile,M,"Per hundred thousand inhabitants",Greece,2023,3.29
5311,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2011,14.57
5312,Juvenile,M,Number,"Scotland (NUTS 2021)",2010,816.00
5313,Juvenile,M,"Per hundred thousand inhabitants",Ireland,2023,20.17
5314,Juvenile,M,"Per hundred thousand inhabitants",Spain,2010,32.96
5315,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2012,12.02
5316,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2008,2.44
5317,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2013,12.71
5318,Juvenile,M,"Per hundred thousand inhabitants",Spain,2011,29.33
5319,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2009,4.85
5320,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2014,10.23
5321,Juvenile,M,"Per hundred thousand inhabitants",Spain,2012,25.14
5322,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2010,0.00
5323,Juvenile,M,Number,"Scotland (NUTS 2021)",2011,737.00
5324,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2015,7.40
5325,Juvenile,M,"Per hundred thousand inhabitants",Spain,2013,20.67
5326,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2011,4.87
5327,Juvenile,M,Number,"Scotland (NUTS 2021)",2012,656.00
5328,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2016,4.41
5329,Juvenile,M,"Per hundred thousand inhabitants",Spain,2014,16.26
5330,Juvenile,M,Number,"Scotland (NUTS 2021)",2013,540.00
5331,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2017,4.72
5332,Juvenile,M,"Per hundred thousand inhabitants",Spain,2015,14.74
5333,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2012,2.59
5334,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2018,4.08
5335,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2013,0.00
5336,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2019,3.27
5337,Juvenile,M,"Per hundred thousand inhabitants",Spain,2016,14.16
5338,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2014,0.00
5339,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2020,4.90
5340,Juvenile,M,"Per hundred thousand inhabitants",Spain,2017,13.82
5341,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2015,0.00
5342,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2021,2.29
5343,Juvenile,M,"Per hundred thousand inhabitants",Spain,2018,15.38
5344,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2022,1.47
5345,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2016,0.00
5346,Juvenile,M,"Per hundred thousand inhabitants",Spain,2019,18.13
5347,Juvenile,M,"Per hundred thousand inhabitants",Bulgaria,2023,1.24
5348,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2017,0.00
5349,Juvenile,M,Number,"Scotland (NUTS 2021)",2014,506.00
5350,Juvenile,M,"Per hundred thousand inhabitants",Spain,2020,11.60
5351,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2008,8.85
5352,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2018,0.00
5353,Juvenile,M,Number,"Scotland (NUTS 2021)",2015,447.00
5354,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2009,7.10
5355,Juvenile,M,"Per hundred thousand inhabitants",Spain,2021,20.10
5356,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2019,0.00
5357,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2010,5.23
5358,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2020,0.00
5359,Juvenile,M,"Per hundred thousand inhabitants",Spain,2022,21.02
5360,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2021,0.00
5361,Juvenile,M,"Per hundred thousand inhabitants",Spain,2023,19.65
5362,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2011,3.48
5363,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2022,0.00
5364,Juvenile,M,"Per hundred thousand inhabitants",Finland,2008,15.55
5365,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2012,6.68
5366,Juvenile,M,"Per hundred thousand inhabitants",Iceland,2023,0.00
5367,Juvenile,M,"Per hundred thousand inhabitants",Finland,2009,17.76
5368,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2013,3.60
5369,Juvenile,M,"Per hundred thousand inhabitants",Italy,2008,21.02
5370,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2008,39.00
5371,Juvenile,M,"Per hundred thousand inhabitants",Finland,2010,12.96
5372,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2014,3.04
5373,Juvenile,M,"Per hundred thousand inhabitants",Italy,2009,21.77
5374,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2015,2.36
5375,Juvenile,M,"Per hundred thousand inhabitants",Finland,2011,12.28
5376,Juvenile,M,"Per hundred thousand inhabitants",Italy,2010,24.78
5377,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2016,2.48
5378,Juvenile,M,"Per hundred thousand inhabitants",Finland,2012,15.38
5379,Juvenile,M,"Per hundred thousand inhabitants",Italy,2011,25.63
5380,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2017,5.02
5381,Juvenile,M,"Per hundred thousand inhabitants",Finland,2013,14.33
5382,Juvenile,M,"Per hundred thousand inhabitants",Italy,2012,25.55
5383,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2009,18.00
5384,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2018,3.20
5385,Juvenile,M,"Per hundred thousand inhabitants",Italy,2013,23.70
5386,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2010,17.00
5387,Juvenile,M,"Per hundred thousand inhabitants",Finland,2014,17.81
5388,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2019,1.40
5389,Juvenile,M,"Per hundred thousand inhabitants",Italy,2014,20.11
5390,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2011,4.00
5391,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2020,5.68
5392,Juvenile,M,"Per hundred thousand inhabitants",Finland,2015,14.56
5393,Juvenile,M,"Per hundred thousand inhabitants",Italy,2015,22.05
5394,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2012,0.00
5395,Juvenile,M,"Per hundred thousand inhabitants",Italy,2016,23.89
5396,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2021,5.76
5397,Juvenile,M,"Per hundred thousand inhabitants",Finland,2016,14.95
5398,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2022,5.94
5399,Juvenile,M,"Per hundred thousand inhabitants",Italy,2017,26.17
5400,Juvenile,M,"Per hundred thousand inhabitants",Switzerland,2023,7.25
5401,Juvenile,M,"Per hundred thousand inhabitants",Italy,2018,26.80
5402,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2008,28.42
5403,Juvenile,M,"Per hundred thousand inhabitants",Italy,2019,27.11
5404,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2009,29.50
5405,Juvenile,M,"Per hundred thousand inhabitants",Italy,2020,24.22
5406,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2010,15.29
5407,Juvenile,M,"Per hundred thousand inhabitants",Italy,2021,24.06
5408,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2011,15.33
5409,Juvenile,M,"Per hundred thousand inhabitants",Italy,2022,25.31
5410,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2012,26.39
5411,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2013,0.00
5412,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2013,35.61
5413,Juvenile,M,"Per hundred thousand inhabitants",Italy,2023,28.66
5414,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2014,0.00
5415,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2014,26.24
5416,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2009,0.00
5417,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2015,0.00
5418,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2015,28.13
5419,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2010,29.17
5420,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2016,17.33
5421,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2011,0.00
5422,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2017,23.23
5423,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2012,0.00
5424,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2013,0.00
5425,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2014,0.00
5426,Juvenile,M,"Per hundred thousand inhabitants",Finland,2017,16.77
5427,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2015,0.00
5428,Juvenile,M,"Per hundred thousand inhabitants",Finland,2018,15.95
5429,Juvenile,M,"Per hundred thousand inhabitants",Finland,2019,12.01
5430,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2018,18.58
5431,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2016,0.00
5432,Juvenile,M,"Per hundred thousand inhabitants",Finland,2020,13.05
5433,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2019,27.82
5434,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2017,0.00
5435,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2020,16.11
5436,Juvenile,M,Number,"Northern Ireland (UK) (NUTS 2021)",2018,0.00
5437,Juvenile,M,"Per hundred thousand inhabitants",Finland,2021,14.46
5438,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2021,29.59
5439,Juvenile,M,Number,Kosovo*,2011,43.00
5440,Juvenile,M,"Per hundred thousand inhabitants",Finland,2022,0.94
5441,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2022,23.59
5442,Juvenile,M,Number,Kosovo*,2012,54.00
5443,Juvenile,M,"Per hundred thousand inhabitants",Finland,2023,2.86
5444,Juvenile,M,"Per hundred thousand inhabitants",Cyprus,2023,29.38
5445,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2010,20.81
5446,Juvenile,M,"Per hundred thousand inhabitants",France,2008,8.90
5447,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2011,20.36
5448,Juvenile,M,"Per hundred thousand inhabitants",France,2009,8.83
5449,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2016,0.00
5450,Juvenile,M,"Per hundred thousand inhabitants",France,2010,9.13
5451,Juvenile,M,Number,Kosovo*,2013,39.00
5452,Juvenile,M,"Per hundred thousand inhabitants",France,2011,9.20
5453,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2017,0.00
5454,Juvenile,M,Number,Kosovo*,2014,41.00
5455,Juvenile,M,"Per hundred thousand inhabitants",France,2012,9.29
5456,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2018,0.00
5457,Juvenile,M,"Per hundred thousand inhabitants",France,2013,9.40
5458,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2019,0.00
5459,Juvenile,M,"Per hundred thousand inhabitants",France,2014,8.93
5460,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2020,94.34
5461,Juvenile,M,"Per hundred thousand inhabitants",France,2015,8.99
5462,Juvenile,M,Number,Kosovo*,2015,41.00
5463,Juvenile,M,"Per hundred thousand inhabitants",France,2016,9.56
5464,Juvenile,M,Number,Kosovo*,2016,57.00
5465,Juvenile,M,"Per hundred thousand inhabitants",France,2017,9.85
5466,Juvenile,M,"Per hundred thousand inhabitants",France,2018,9.94
5467,Juvenile,M,"Per hundred thousand inhabitants",France,2019,10.78
5468,Juvenile,M,"Per hundred thousand inhabitants",France,2020,9.89
5469,Juvenile,M,"Per hundred thousand inhabitants",France,2021,8.04
5470,Juvenile,M,"Per hundred thousand inhabitants",France,2022,8.03
5471,Juvenile,M,"Per hundred thousand inhabitants",France,2023,9.69
5472,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2010,7.51
5473,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2011,12.18
5474,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2012,15.50
5475,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2008,25.48
5476,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2013,19.08
5477,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2009,29.32
5478,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2012,17.29
5479,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2014,15.55
5480,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2010,27.75
5481,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2013,11.44
5482,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2015,11.99
5483,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2011,27.30
5484,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2016,10.45
5485,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2016,8.29
5486,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2017,12.50
5487,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2014,10.64
5488,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2017,13.92
5489,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2021,58.88
5490,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2018,10.31
5491,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2015,9.89
5492,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2022,0.00
5493,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2022,0.00
5494,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2019,12.68
5495,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2016,7.92
5496,Juvenile,M,"Per hundred thousand inhabitants",Liechtenstein,2023,0.00
5497,Juvenile,M,"Per hundred thousand inhabitants","North Macedonia",2023,0.53
5498,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2020,12.27
5499,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2017,6.80
5500,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2008,59.56
5501,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2018,5.70
5502,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2021,8.15
5503,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2009,57.13
5504,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2010,48.91
5505,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2011,42.40
5506,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2019,5.43
5507,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2022,10.80
5508,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2012,36.79
5509,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2020,7.32
5510,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2013,31.19
5511,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2021,5.99
5512,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2014,29.66
5513,Juvenile,M,"Per hundred thousand inhabitants",Malta,2009,69.76
5514,Juvenile,M,"Per hundred thousand inhabitants",Croatia,2023,11.44
5515,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2022,4.97
5516,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2015,31.23
5517,Juvenile,M,"Per hundred thousand inhabitants",Hungary,2008,52.59
5518,Juvenile,M,"Per hundred thousand inhabitants",Czechia,2023,7.64
5519,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2016,21.44
5520,Juvenile,M,"Per hundred thousand inhabitants",Hungary,2009,52.07
5521,Juvenile,M,"Per hundred thousand inhabitants",Malta,2010,83.32
5522,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2017,20.13
5523,Juvenile,M,"Per hundred thousand inhabitants",Malta,2011,70.00
5524,Juvenile,M,"Per hundred thousand inhabitants",Lithuania,2018,19.00
