ID,offence,sex,unit_of_measure,country_territory,recorded_year,recorded_value
5846,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2008,0.00
5847,"Sexual assault",Females,"Per hundred thousand inhabitants",Italy,2013,0.15
5848,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2009,0.00
5849,"Sexual assault",Females,"Per hundred thousand inhabitants",Italy,2014,0.16
5850,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2010,0.00
5851,"Sexual assault",Females,"Per hundred thousand inhabitants",Liechtenstein,2016,0.00
5852,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2011,0.00
5853,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2012,0.00
5854,"Sexual assault",Females,"Per hundred thousand inhabitants",Liechtenstein,2017,0.00
5855,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2013,0.00
5856,"Sexual assault",Females,"Per hundred thousand inhabitants",Lithuania,2015,0.13
5857,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2014,0.00
5858,"Sexual assault",Females,"Per hundred thousand inhabitants",Lithuania,2016,0.06
5859,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2015,0.00
5860,"Sexual assault",Females,"Per hundred thousand inhabitants",Lithuania,2017,0.00
5861,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2016,0.00
5862,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2017,0.04
5863,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2018,0.04
5864,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2019,0.04
5865,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2020,0.00
5866,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2021,0.04
5867,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2022,0.00
5868,"Sexual assault",Females,"Per hundred thousand inhabitants",Norway,2023,0.00
5869,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2016,0.05
5870,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2017,0.06
5871,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2021,0.00
5872,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2018,0.06
5873,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2022,0.00
5874,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2019,0.00
5875,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2020,0.01
5876,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2021,0.01
5877,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2022,0.01
5878,"Sexual assault",Females,"Per hundred thousand inhabitants",Poland,2023,0.01
5879,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2013,0.15
5880,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2014,0.09
5881,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2015,0.00
5882,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2016,0.09
5883,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2017,0.07
5884,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2018,0.13
5885,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2019,0.02
5886,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2020,0.02
5887,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2021,0.00
5888,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2022,0.00
5889,"Sexual assault",Females,"Per hundred thousand inhabitants",Portugal,2023,0.00
5890,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2008,0.01
5891,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2009,0.01
5892,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2010,0.01
5893,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2011,0.00
5894,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2012,0.00
5895,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2013,0.01
5896,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2014,0.01
5897,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2015,0.02
5898,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2016,0.03
5899,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2017,0.02
5900,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2018,0.01
5901,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2019,0.03
5902,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2020,0.03
5903,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2021,0.06
5904,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2022,0.02
5905,"Sexual assault",Females,"Per hundred thousand inhabitants",Romania,2023,0.02
5906,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2013,0.00
5907,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2014,0.00
5908,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2015,0.00
5909,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2016,0.00
5910,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2023,0.00
5911,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2017,0.00
5912,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2018,0.00
5913,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2019,0.03
5914,"Sexual assault",Females,"Per hundred thousand inhabitants",Serbia,2020,0.00
5915,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2008,0.04
5916,"Sexual assault",Males,Number,Belgium,2009,744.00
5917,"Sexual assault",Males,Number,Belgium,2010,701.00
5918,"Sexual assault",Males,Number,Belgium,2011,727.00
5919,"Sexual assault",Males,Number,Belgium,2012,779.00
5920,"Sexual assault",Males,Number,Bulgaria,2008,176.00
5921,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2009,0.00
5922,"Sexual assault",Males,Number,Bulgaria,2009,177.00
5923,"Sexual assault",Males,Number,Bulgaria,2010,166.00
5924,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2010,0.00
5925,"Sexual assault",Males,Number,Bulgaria,2011,174.00
5926,"Sexual assault",Males,Number,Bulgaria,2012,172.00
5927,"Sexual assault",Males,Number,Bulgaria,2013,187.00
5928,"Sexual assault",Males,Number,Bulgaria,2014,172.00
5929,"Sexual assault",Males,Number,Bulgaria,2015,175.00
5930,"Sexual assault",Males,Number,Bulgaria,2016,154.00
5931,"Sexual assault",Males,Number,Bulgaria,2017,142.00
5932,"Sexual assault",Males,Number,Bulgaria,2018,144.00
5933,"Sexual assault",Males,Number,Bulgaria,2019,137.00
5934,"Sexual assault",Males,Number,Bulgaria,2020,132.00
5935,"Sexual assault",Males,Number,Bulgaria,2021,119.00
5936,"Sexual assault",Females,Number,Bulgaria,2017,1.00
5937,"Sexual assault",Males,Number,Bulgaria,2022,168.00
5938,"Sexual assault",Males,Number,Bulgaria,2023,141.00
5939,"Sexual assault",Males,Number,Switzerland,2008,61.00
5940,"Sexual assault",Females,Number,Bulgaria,2018,0.00
5941,"Sexual assault",Males,Number,Switzerland,2009,70.00
5942,"Sexual assault",Females,Number,Bulgaria,2019,1.00
5943,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2011,0.02
5944,"Sexual assault",Females,Number,Bulgaria,2020,0.00
5945,"Sexual assault",Females,Number,Bulgaria,2021,0.00
5946,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2012,0.06
5947,"Sexual assault",Females,Number,Bulgaria,2022,1.00
5948,"Sexual assault",Females,Number,Bulgaria,2023,0.00
5949,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2013,0.00
5950,"Sexual assault",Females,Number,Switzerland,2008,1.00
5951,"Sexual assault",Females,Number,Switzerland,2009,0.00
5952,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2014,0.00
5953,"Sexual assault",Females,Number,Switzerland,2010,0.00
5954,"Sexual assault",Females,Number,Switzerland,2011,0.00
5955,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2015,0.00
5956,"Sexual assault",Females,Number,Switzerland,2012,0.00
5957,"Sexual assault",Females,Number,Switzerland,2013,0.00
5958,"Sexual assault",Females,Number,Switzerland,2014,0.00
5959,"Sexual assault",Males,Number,Switzerland,2010,71.00
5960,"Sexual assault",Females,Number,Switzerland,2015,1.00
5961,"Sexual assault",Females,Number,Switzerland,2016,1.00
5962,"Sexual assault",Males,Number,Switzerland,2011,64.00
5963,"Sexual assault",Females,Number,Switzerland,2017,1.00
5964,"Sexual assault",Males,Number,Switzerland,2012,82.00
5965,"Sexual assault",Females,Number,Switzerland,2018,1.00
5966,"Sexual assault",Males,Number,Switzerland,2013,81.00
5967,"Sexual assault",Females,Number,Switzerland,2019,2.00
5968,"Sexual assault",Males,Number,Switzerland,2014,75.00
5969,"Sexual assault",Females,Number,Switzerland,2020,2.00
5970,"Sexual assault",Males,Number,Switzerland,2015,78.00
5971,"Sexual assault",Females,Number,Switzerland,2021,1.00
5972,"Sexual assault",Males,Number,Switzerland,2016,91.00
5973,"Sexual assault",Females,Number,Switzerland,2022,1.00
5974,"Sexual assault",Males,Number,Switzerland,2017,80.00
5975,"Sexual assault",Females,Number,Cyprus,2022,0.00
5976,"Sexual assault",Males,Number,Switzerland,2018,95.00
5977,"Sexual assault",Females,Number,Czechia,2011,20.00
5978,"Sexual assault",Males,Number,Switzerland,2019,129.00
5979,"Sexual assault",Females,Number,Czechia,2012,26.00
5980,"Sexual assault",Males,Number,Switzerland,2020,126.00
5981,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2016,0.00
5982,"Sexual assault",Females,Number,Czechia,2013,174.00
5983,"Sexual assault",Males,Number,Switzerland,2021,131.00
5984,"Sexual assault",Males,Number,Switzerland,2022,116.00
5985,"Sexual assault",Females,Number,Czechia,2014,23.00
5986,"Sexual assault",Males,Number,Cyprus,2022,69.00
5987,"Sexual assault",Females,Number,Czechia,2015,6.00
5988,"Sexual assault",Males,Number,Czechia,2011,1031.00
5989,"Sexual assault",Females,Number,Czechia,2016,5.00
5990,"Sexual assault",Males,Number,Czechia,2012,1024.00
5991,"Sexual assault",Females,Number,Czechia,2017,4.00
5992,"Sexual assault",Males,Number,Czechia,2013,747.00
5993,"Sexual assault",Females,Number,Czechia,2018,3.00
5994,"Sexual assault",Males,Number,Czechia,2014,915.00
5995,"Sexual assault",Females,Number,Czechia,2019,2.00
5996,"Sexual assault",Males,Number,Czechia,2015,175.00
5997,"Sexual assault",Females,Number,Czechia,2020,1.00
5998,"Sexual assault",Males,Number,Czechia,2016,194.00
5999,"Sexual assault",Females,Number,Czechia,2021,3.00
6000,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2017,0.02
6001,"Sexual assault",Males,Number,Czechia,2017,195.00
6002,"Sexual assault",Females,Number,Czechia,2022,2.00
6003,"Sexual assault",Males,Number,Czechia,2018,179.00
6004,"Sexual assault",Males,Number,Czechia,2019,210.00
6005,"Sexual assault",Males,Number,Czechia,2020,200.00
6006,"Sexual assault",Males,Number,Czechia,2021,199.00
6007,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2018,0.00
6008,"Sexual assault",Males,Number,Czechia,2022,217.00
6009,"Sexual assault",Males,Number,Czechia,2023,231.00
6010,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2019,0.00
6011,"Sexual assault",Males,Number,Germany,2013,2644.00
6012,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2020,0.04
6013,"Sexual assault",Males,Number,Germany,2014,2474.00
6014,"Sexual assault",Males,Number,Germany,2015,2436.00
6015,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2021,0.00
6016,"Sexual assault",Males,Number,Germany,2016,2300.00
6017,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2022,0.00
6018,"Sexual assault",Males,Number,Germany,2017,1346.00
6019,"Sexual assault",Males,Number,Germany,2018,1409.00
6020,"Sexual assault",Females,"Per hundred thousand inhabitants",Sweden,2023,0.02
6021,"Sexual assault",Males,Number,Germany,2019,1578.00
6022,"Sexual assault",Males,Number,Germany,2020,1399.00
6023,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2016,0.00
6024,"Sexual assault",Males,Number,Germany,2021,1480.00
6025,"Sexual assault",Males,Number,Croatia,2013,111.00
6026,"Sexual assault",Males,Number,Germany,2022,1607.00
6027,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2017,0.00
6028,"Sexual assault",Females,Number,Croatia,2019,1.00
6029,"Sexual assault",Males,Number,Germany,2023,1714.00
6030,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2018,0.00
6031,"Sexual assault",Males,Number,Denmark,2008,65.00
6032,"Sexual assault",Males,Number,Denmark,2009,67.00
6033,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2019,0.00
6034,"Sexual assault",Females,Number,Croatia,2020,0.00
6035,"Sexual assault",Females,Number,Croatia,2021,2.00
6036,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2020,0.00
6037,"Sexual assault",Females,Number,Croatia,2022,1.00
6038,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2021,0.00
6039,"Sexual assault",Females,Number,Croatia,2023,1.00
6040,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2022,0.00
6041,"Sexual assault",Females,Number,Hungary,2013,0.00
6042,"Sexual assault",Females,Number,Hungary,2014,1.00
6043,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovenia,2023,0.00
6044,"Sexual assault",Females,Number,Hungary,2015,0.00
6045,"Sexual assault",Females,Number,Hungary,2017,3.00
6046,"Sexual assault",Females,Number,Hungary,2018,4.00
6047,"Sexual assault",Females,Number,Hungary,2019,4.00
6048,"Sexual assault",Females,Number,Iceland,2013,0.00
6049,"Sexual assault",Females,Number,Iceland,2017,0.00
6050,"Sexual assault",Males,Number,Denmark,2010,99.00
6051,"Sexual assault",Females,Number,Iceland,2018,0.00
6052,"Sexual assault",Females,Number,Italy,2008,52.00
6053,"Sexual assault",Females,Number,Italy,2009,47.00
6054,"Sexual assault",Females,Number,Italy,2010,66.00
6055,"Sexual assault",Females,Number,Italy,2011,57.00
6056,"Sexual assault",Males,Number,Denmark,2011,98.00
6057,"Sexual assault",Males,Number,Croatia,2014,107.00
6058,"Sexual assault",Males,Number,Denmark,2012,79.00
6059,"Sexual assault",Males,Number,Croatia,2015,133.00
6060,"Sexual assault",Males,Number,Denmark,2013,85.00
6061,"Sexual assault",Males,Number,Croatia,2018,103.00
6062,"Sexual assault",Males,Number,Denmark,2014,72.00
6063,"Sexual assault",Males,Number,Denmark,2015,63.00
6064,"Sexual assault",Males,Number,Croatia,2019,147.00
6065,"Sexual assault",Males,Number,Denmark,2016,58.00
6066,"Sexual assault",Males,Number,Croatia,2020,68.00
6067,"Sexual assault",Males,Number,Denmark,2017,66.00
6068,"Sexual assault",Males,Number,Croatia,2021,54.00
6069,"Sexual assault",Males,Number,Denmark,2018,70.00
6070,"Sexual assault",Males,Number,Croatia,2022,49.00
6071,"Sexual assault",Males,Number,Denmark,2019,70.00
6072,"Sexual assault",Males,Number,Croatia,2023,57.00
6073,"Sexual assault",Females,Number,Italy,2012,46.00
6074,"Sexual assault",Males,Number,Denmark,2020,45.00
6075,"Sexual assault",Males,Number,Hungary,2013,15.00
6076,"Sexual assault",Males,Number,Denmark,2021,1.00
6077,"Sexual assault",Females,Number,Italy,2013,46.00
6078,"Sexual assault",Males,Number,Hungary,2014,95.00
6079,"Sexual assault",Males,Number,Estonia,2011,20.00
6080,"Sexual assault",Females,Number,Italy,2014,50.00
6081,"Sexual assault",Males,Number,Hungary,2015,82.00
6082,"Sexual assault",Females,Number,Liechtenstein,2016,0.00
6083,"Sexual assault",Males,Number,Hungary,2017,70.00
6084,"Sexual assault",Females,Number,Liechtenstein,2017,0.00
6085,"Sexual assault",Males,Number,Hungary,2018,76.00
6086,"Sexual assault",Females,Number,Lithuania,2015,2.00
6087,"Sexual assault",Males,Number,Hungary,2019,138.00
6088,"Sexual assault",Females,Number,Lithuania,2016,1.00
6089,"Sexual assault",Males,Number,Iceland,2013,11.00
6090,"Sexual assault",Females,Number,Lithuania,2017,0.00
6091,"Sexual assault",Males,Number,Iceland,2017,0.00
6092,"Sexual assault",Females,Number,Lithuania,2018,1.00
6093,"Sexual assault",Males,Number,Iceland,2018,0.00
6094,"Sexual assault",Females,Number,Lithuania,2019,0.00
6095,"Sexual assault",Males,Number,Italy,2008,508.00
6096,"Sexual assault",Females,Number,Lithuania,2020,1.00
6097,"Sexual assault",Males,Number,Italy,2009,556.00
6098,"Sexual assault",Females,Number,Lithuania,2021,0.00
6099,"Sexual assault",Males,Number,Italy,2010,596.00
6100,"Sexual assault",Females,Number,Lithuania,2022,2.00
6101,"Sexual assault",Males,Number,Italy,2011,617.00
6102,"Sexual assault",Females,Number,Lithuania,2023,2.00
6103,"Sexual assault",Males,Number,Italy,2012,620.00
6104,"Sexual assault",Females,Number,Luxembourg,2011,0.00
6105,"Sexual assault",Males,Number,Italy,2013,626.00
6106,"Sexual assault",Females,Number,Luxembourg,2012,0.00
6107,"Sexual assault",Males,Number,Italy,2014,595.00
6108,"Sexual assault",Females,Number,Luxembourg,2013,0.00
6109,"Sexual assault",Males,Number,Liechtenstein,2016,1.00
6110,"Sexual assault",Females,Number,Luxembourg,2014,0.00
6111,"Sexual assault",Males,Number,Liechtenstein,2017,2.00
6112,"Sexual assault",Females,Number,Luxembourg,2015,0.00
6113,"Sexual assault",Males,Number,Lithuania,2015,109.00
6114,"Sexual assault",Females,Number,Luxembourg,2016,1.00
6115,"Sexual assault",Males,Number,Lithuania,2016,98.00
6116,"Sexual assault",Females,Number,Luxembourg,2017,0.00
6117,"Sexual assault",Males,Number,Lithuania,2017,37.00
6118,"Sexual assault",Females,Number,Luxembourg,2020,0.00
6119,"Sexual assault",Males,Number,Lithuania,2018,23.00
6120,"Sexual assault",Females,Number,Latvia,2013,0.00
6121,"Sexual assault",Males,Number,Lithuania,2019,35.00
6122,"Sexual assault",Females,Number,Latvia,2014,1.00
6123,"Sexual assault",Males,Number,Estonia,2013,11.00
6124,"Sexual assault",Males,Number,Lithuania,2020,38.00
6125,"Sexual assault",Males,Number,Lithuania,2021,43.00
6126,"Sexual assault",Males,Number,Estonia,2015,17.00
6127,"Sexual assault",Males,Number,Lithuania,2022,38.00
6128,"Sexual assault",Males,Number,Lithuania,2023,68.00
6129,"Sexual assault",Males,Number,Luxembourg,2011,6.00
6130,"Sexual assault",Males,Number,Luxembourg,2012,13.00
6131,"Sexual assault",Males,Number,Luxembourg,2013,2.00
6132,"Sexual assault",Males,Number,Luxembourg,2014,9.00
6133,"Sexual assault",Males,Number,Luxembourg,2015,5.00
6134,"Sexual assault",Females,Number,Latvia,2015,1.00
6135,"Sexual assault",Males,Number,Luxembourg,2016,42.00
6136,"Sexual assault",Females,Number,Latvia,2016,2.00
6137,"Sexual assault",Males,Number,Luxembourg,2017,14.00
6138,"Sexual assault",Females,Number,Latvia,2017,4.00
6139,"Sexual assault",Females,Number,Latvia,2018,4.00
6140,"Sexual assault",Males,Number,Luxembourg,2020,0.00
6141,"Sexual assault",Males,Number,Latvia,2013,123.00
6142,"Sexual assault",Males,Number,Latvia,2014,109.00
6143,"Sexual assault",Males,Number,Latvia,2015,120.00
6144,"Sexual assault",Males,Number,Latvia,2016,133.00
6145,"Sexual assault",Males,Number,Latvia,2017,150.00
6146,"Sexual assault",Males,Number,Latvia,2018,158.00
6147,"Sexual assault",Males,Number,Latvia,2019,174.00
6148,"Sexual assault",Males,Number,Estonia,2016,17.00
6149,"Sexual assault",Males,Number,Latvia,2020,180.00
6150,"Sexual assault",Males,Number,Estonia,2017,16.00
6151,"Sexual assault",Males,Number,Latvia,2021,199.00
6152,"Sexual assault",Males,Number,Estonia,2018,16.00
6153,"Sexual assault",Males,Number,Latvia,2022,308.00
6154,"Sexual assault",Males,Number,Estonia,2019,16.00
6155,"Sexual assault",Males,Number,Latvia,2023,345.00
6156,"Sexual assault",Males,Number,Estonia,2020,23.00
6157,"Sexual assault",Males,Number,Montenegro,2008,1.00
6158,"Sexual assault",Males,Number,Estonia,2021,18.00
6159,"Sexual assault",Males,Number,Montenegro,2009,2.00
6160,"Sexual assault",Males,Number,Estonia,2022,17.00
6161,"Sexual assault",Males,Number,Montenegro,2010,3.00
6162,"Sexual assault",Males,Number,Estonia,2023,20.00
6163,"Sexual assault",Males,Number,Montenegro,2011,5.00
6164,"Sexual assault",Males,Number,Serbia,2017,34.00
6165,"Sexual assault",Males,Number,Montenegro,2012,0.00
6166,"Sexual assault",Males,Number,Serbia,2018,25.00
6167,"Sexual assault",Males,Number,Montenegro,2013,2.00
6168,"Sexual assault",Males,Number,Serbia,2019,42.00
6169,"Sexual assault",Males,Number,Montenegro,2014,4.00
6170,"Sexual assault",Males,Number,Serbia,2020,37.00
6171,"Sexual assault",Males,Number,Montenegro,2015,2.00
6172,"Sexual assault",Males,Number,Montenegro,2016,5.00
6173,"Sexual assault",Males,Number,Serbia,2021,49.00
6174,"Sexual assault",Males,Number,Montenegro,2017,4.00
6175,"Sexual assault",Males,Number,Serbia,2022,60.00
6176,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2014,0.11
6177,"Sexual assault",Males,Number,Montenegro,2018,2.00
6178,"Sexual assault",Males,Number,Serbia,2023,76.00
6179,"Sexual assault",Males,Number,Montenegro,2019,11.00
6180,"Sexual assault",Males,Number,Sweden,2008,23.00
6181,"Sexual assault",Males,Number,Montenegro,2020,4.00
6182,"Sexual assault",Males,Number,Sweden,2009,31.00
6183,"Sexual assault",Males,Number,Montenegro,2021,8.00
6184,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2015,0.07
6185,"Sexual assault",Males,Number,Sweden,2010,27.00
6186,"Sexual assault",Males,Number,Montenegro,2022,9.00
6187,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2016,0.11
6188,"Sexual assault",Males,Number,Montenegro,2023,3.00
6189,"Sexual assault",Males,Number,Malta,2013,3.00
6190,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2017,0.07
6191,"Sexual assault",Males,Number,Malta,2014,4.00
6192,"Sexual assault",Males,Number,Malta,2015,21.00
6193,"Sexual assault",Males,Number,Malta,2016,39.00
6194,"Sexual assault",Males,Number,Malta,2017,20.00
6195,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2018,0.04
6196,"Sexual assault",Males,Number,Malta,2018,17.00
6197,"Sexual assault",Males,Number,Sweden,2011,26.00
6198,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2019,0.04
6199,"Sexual assault",Males,Number,Sweden,2012,34.00
6200,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2020,0.04
6201,"Sexual assault",Males,Number,Sweden,2013,15.00
6202,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2021,0.00
6203,"Sexual assault",Males,Number,Sweden,2014,9.00
6204,"Sexual assault",Males,Number,Sweden,2015,11.00
6205,"Sexual assault",Males,Number,Malta,2019,20.00
6206,"Sexual assault",Males,Number,Sweden,2016,14.00
6207,"Sexual assault",Males,Number,Malta,2020,20.00
6208,"Sexual assault",Males,Number,Sweden,2017,19.00
6209,"Sexual assault",Males,Number,Malta,2021,26.00
6210,"Sexual assault",Males,Number,Sweden,2018,23.00
6211,"Sexual assault",Males,Number,Malta,2022,10.00
6212,"Sexual assault",Males,Number,Sweden,2019,11.00
6213,"Sexual assault",Males,Number,Malta,2023,10.00
6214,"Sexual assault",Males,Number,Sweden,2020,33.00
6215,"Sexual assault",Males,Number,Norway,2008,15.00
6216,"Sexual assault",Males,Number,Sweden,2021,27.00
6217,"Sexual assault",Males,Number,Norway,2009,15.00
6218,"Sexual assault",Males,Number,Sweden,2022,29.00
6219,"Sexual assault",Males,Number,Sweden,2023,31.00
6220,"Sexual assault",Males,Number,Norway,2010,11.00
6221,"Sexual assault",Males,Number,Norway,2011,13.00
6222,"Sexual assault",Males,Number,Slovenia,2016,4.00
6223,"Sexual assault",Males,Number,Greece,2008,92.00
6224,"Sexual assault",Males,Number,Norway,2012,28.00
6225,"Sexual assault",Males,Number,Slovenia,2017,6.00
6226,"Sexual assault",Males,Number,Greece,2009,103.00
6227,"Sexual assault",Males,Number,Norway,2013,17.00
6228,"Sexual assault",Males,Number,Slovenia,2018,73.00
6229,"Sexual assault",Males,Number,Greece,2010,112.00
6230,"Sexual assault",Males,Number,Norway,2014,15.00
6231,"Sexual assault",Males,Number,Slovenia,2019,52.00
6232,"Sexual assault",Males,Number,Greece,2011,58.00
6233,"Sexual assault",Males,Number,Norway,2015,18.00
6234,"Sexual assault",Males,Number,Slovenia,2020,50.00
6235,"Sexual assault",Males,Number,Greece,2012,167.00
6236,"Sexual assault",Males,Number,Norway,2016,21.00
6237,"Sexual assault",Males,Number,Slovenia,2021,34.00
6238,"Sexual assault",Males,Number,Greece,2013,116.00
6239,"Sexual assault",Males,Number,Norway,2017,35.00
6240,"Sexual assault",Males,Number,Slovenia,2022,51.00
6241,"Sexual assault",Males,Number,Greece,2014,171.00
6242,"Sexual assault",Males,Number,Norway,2018,35.00
6243,"Sexual assault",Males,Number,Slovenia,2023,6.00
6244,"Sexual assault",Males,Number,Greece,2015,133.00
6245,"Sexual assault",Males,Number,Norway,2019,20.00
6246,"Sexual assault",Males,Number,Slovakia,2014,205.00
6247,"Sexual assault",Males,Number,Greece,2016,197.00
6248,"Sexual assault",Males,Number,Norway,2020,36.00
6249,"Sexual assault",Males,Number,Greece,2017,273.00
6250,"Sexual assault",Males,Number,Slovakia,2015,219.00
6251,"Sexual assault",Males,Number,Norway,2021,28.00
6252,"Sexual assault",Males,Number,Greece,2018,206.00
6253,"Sexual assault",Males,Number,Slovakia,2016,220.00
6254,"Sexual assault",Males,Number,Norway,2022,30.00
6255,"Sexual assault",Males,Number,Greece,2019,206.00
6256,"Sexual assault",Males,Number,Slovakia,2017,68.00
6257,"Sexual assault",Males,Number,Norway,2023,24.00
6258,"Sexual assault",Males,Number,Slovakia,2018,79.00
6259,"Sexual assault",Males,Number,Poland,2016,2332.00
6260,"Sexual assault",Males,Number,Slovakia,2019,90.00
6261,"Sexual assault",Males,Number,Poland,2017,2466.00
6262,"Sexual assault",Males,Number,Slovakia,2020,94.00
6263,"Sexual assault",Males,Number,Poland,2018,2622.00
6264,"Sexual assault",Males,Number,Slovakia,2021,99.00
6265,"Sexual assault",Males,Number,Poland,2019,76.00
6266,"Sexual assault",Males,Number,Slovakia,2022,90.00
6267,"Sexual assault",Males,Number,Poland,2020,80.00
6268,"Sexual assault",Males,Number,Slovakia,2023,82.00
6269,"Sexual assault",Males,Number,Poland,2021,71.00
6270,"Sexual assault",Males,Number,Türkiye,2018,8845.00
6271,"Sexual assault",Males,Number,Poland,2022,77.00
6272,"Sexual assault",Males,Number,Türkiye,2019,9493.00
6273,"Sexual assault",Males,Number,Poland,2023,82.00
6274,"Sexual assault",Males,Number,Türkiye,2020,10283.00
6275,"Sexual assault",Males,Number,Portugal,2013,258.00
6276,"Sexual assault",Males,Number,Türkiye,2021,12167.00
6277,"Sexual assault",Males,Number,Portugal,2014,270.00
6278,"Sexual assault",Males,Number,Türkiye,2022,14522.00
6279,"Sexual assault",Males,Number,Portugal,2015,324.00
6280,"Sexual assault",Males,Number,Türkiye,2023,10043.00
